0.356649, 0.357024, 0.357078, 0.357331, 0.357743, 0.358285, 0.358933, 0.359671, 0.360483, 0.361359, 0.362289, 0.363266, 0.364285, 0.365339, 0.366425, 0.367538, 0.368677, 0.369939, 0.370943, 0.371977, 0.373040, 0.374128, 0.375239, 0.376371, 0.377522, 0.378690, 0.379875, 0.381075, 0.382288, 0.383514, 0.384752, 0.386001, 0.387261, 0.388529, 0.389807, 0.391093, 0.392387, 0.393688, 0.394996, 0.396310, 0.397631, 0.398957, 0.400289, 0.401625, 0.402967, 0.404313, 0.405664, 0.407018, 0.408377, 0.409739, 0.411105, 0.412474, 0.413846, 0.415221, 0.416600, 0.417981, 0.419364, 0.420750, 0.422139, 0.423530, 0.424923, 0.426319, 0.427716, 0.429115, 0.430516, 0.431919, 0.433324, 0.434731, 0.436139, 0.437548, 0.438959, 0.440372, 0.441786, 0.443201, 0.444618, 0.446036, 0.447455, 0.448875, 0.450296, 0.451718, 0.453142, 0.454566, 0.455992, 0.457418, 0.458845, 0.460273, 0.461702, 0.463132, 0.464563, 0.465995, 0.467427, 0.468860, 0.470294, 0.471728, 0.473163, 0.474599, 0.476035, 0.477472, 0.478910, 0.480348,
0.356271, 0.356649, 0.357151, 0.357297, 0.357616, 0.358077, 0.358654, 0.359328, 0.360084, 0.360910, 0.361795, 0.362731, 0.363712, 0.364732, 0.365787, 0.366872, 0.367984, 0.369120, 0.370278, 0.371648, 0.372674, 0.373728, 0.374807, 0.375909, 0.377031, 0.378173, 0.379332, 0.380508, 0.381698, 0.382903, 0.384120, 0.385350, 0.386590, 0.387841, 0.389101, 0.390371, 0.391649, 0.392935, 0.394228, 0.395529, 0.396836, 0.398149, 0.399468, 0.400793, 0.402123, 0.403458, 0.404798, 0.406142, 0.407491, 0.408843, 0.410200, 0.411560, 0.412923, 0.414290, 0.415660, 0.417033, 0.418409, 0.419788, 0.421169, 0.422553, 0.423939, 0.425328, 0.426719, 0.428112, 0.429507, 0.430904, 0.432303, 0.433703, 0.435106, 0.436510, 0.437916, 0.439323, 0.440732, 0.442142, 0.443554, 0.444967, 0.446382, 0.447797, 0.449214, 0.450632, 0.452052, 0.453472, 0.454893, 0.456316, 0.457739, 0.459164, 0.460589, 0.462015, 0.463442, 0.464870, 0.466299, 0.467729, 0.469159, 0.470591, 0.472022, 0.473455, 0.474889, 0.476323, 0.477757, 0.479193,
0.355885, 0.356181, 0.356649, 0.357261, 0.357487, 0.357866, 0.358371, 0.358982, 0.359682, 0.360456, 0.361296, 0.362191, 0.363134, 0.364120, 0.365143, 0.366199, 0.367285, 0.368396, 0.369531, 0.370687, 0.371863, 0.373327, 0.374374, 0.375446, 0.376540, 0.377655, 0.378789, 0.379940, 0.381108, 0.382291, 0.383488, 0.384697, 0.385919, 0.387152, 0.388395, 0.389648, 0.390910, 0.392181, 0.393460, 0.394747, 0.396041, 0.397341, 0.398648, 0.399961, 0.401279, 0.402603, 0.403932, 0.405266, 0.406605, 0.407948, 0.409295, 0.410646, 0.412001, 0.413359, 0.414721, 0.416086, 0.417454, 0.418825, 0.420199, 0.421576, 0.422955, 0.424337, 0.425722, 0.427108, 0.428497, 0.429888, 0.431281, 0.432676, 0.434073, 0.435472, 0.436872, 0.438274, 0.439678, 0.441084, 0.442491, 0.443899, 0.445309, 0.446720, 0.448132, 0.449546, 0.450961, 0.452377, 0.453795, 0.455213, 0.456633, 0.458054, 0.459475, 0.460898, 0.462321, 0.463746, 0.465171, 0.466598, 0.468025, 0.469453, 0.470882, 0.472311, 0.473742, 0.475173, 0.476605, 0.478037,
0.355492, 0.355706, 0.356105, 0.356649, 0.357356, 0.357653, 0.358086, 0.358633, 0.359276, 0.359999, 0.360793, 0.361646, 0.362551, 0.363503, 0.364494, 0.365521, 0.366580, 0.367666, 0.368778, 0.369913, 0.371068, 0.372242, 0.373433, 0.374640, 0.376048, 0.377136, 0.378245, 0.379372, 0.380517, 0.381678, 0.382854, 0.384044, 0.385247, 0.386462, 0.387688, 0.388925, 0.390171, 0.391427, 0.392692, 0.393964, 0.395245, 0.396533, 0.397827, 0.399128, 0.400435, 0.401748, 0.403066, 0.404390, 0.405719, 0.407052, 0.408390, 0.409732, 0.411078, 0.412427, 0.413781, 0.415138, 0.416498, 0.417862, 0.419229, 0.420599, 0.421971, 0.423346, 0.424724, 0.426104, 0.427487, 0.428872, 0.430259, 0.431649, 0.433040, 0.434433, 0.435828, 0.437225, 0.438624, 0.440025, 0.441427, 0.442830, 0.444236, 0.445642, 0.447050, 0.448460, 0.449871, 0.451283, 0.452696, 0.454111, 0.455527, 0.456943, 0.458361, 0.459780, 0.461201, 0.462622, 0.464044, 0.465467, 0.466890, 0.468315, 0.469741, 0.471167, 0.472595, 0.474023, 0.475452, 0.476881,
0.355093, 0.355225, 0.355555, 0.356040, 0.356649, 0.357439, 0.357800, 0.358283, 0.358868, 0.359540, 0.360287, 0.361098, 0.361966, 0.362882, 0.363841, 0.364839, 0.365870, 0.366932, 0.368021, 0.369134, 0.370269, 0.371424, 0.372597, 0.373787, 0.374992, 0.376211, 0.377700, 0.378803, 0.379925, 0.381065, 0.382220, 0.383390, 0.384575, 0.385772, 0.386981, 0.388201, 0.389432, 0.390673, 0.391923, 0.393182, 0.394449, 0.395724, 0.397006, 0.398295, 0.399591, 0.400892, 0.402200, 0.403513, 0.404832, 0.406156, 0.407484, 0.408817, 0.410154, 0.411496, 0.412841, 0.414190, 0.415543, 0.416899, 0.418258, 0.419621, 0.420987, 0.422355, 0.423726, 0.425100, 0.426477, 0.427856, 0.429237, 0.430621, 0.432007, 0.433394, 0.434784, 0.436176, 0.437570, 0.438965, 0.440363, 0.441762, 0.443162, 0.444565, 0.445968, 0.447374, 0.448780, 0.450188, 0.451598, 0.453008, 0.454420, 0.455833, 0.457247, 0.458663, 0.460079, 0.461497, 0.462916, 0.464335, 0.465756, 0.467178, 0.468600, 0.470023, 0.471448, 0.472873, 0.474299, 0.475725,
0.354691, 0.354740, 0.354999, 0.355425, 0.355983, 0.356649, 0.357512, 0.357930, 0.358458, 0.359079, 0.359779, 0.360548, 0.361377, 0.362259, 0.363186, 0.364154, 0.365158, 0.366194, 0.367259, 0.368351, 0.369466, 0.370602, 0.371757, 0.372930, 0.374120, 0.375324, 0.376541, 0.377772, 0.379013, 0.380451, 0.381585, 0.382736, 0.383902, 0.385081, 0.386273, 0.387477, 0.388692, 0.389918, 0.391153, 0.392398, 0.393652, 0.394914, 0.396184, 0.397461, 0.398745, 0.400036, 0.401333, 0.402636, 0.403945, 0.405259, 0.406578, 0.407902, 0.409230, 0.410563, 0.411901, 0.413242, 0.414587, 0.415935, 0.417288, 0.418643, 0.420002, 0.421364, 0.422728, 0.424096, 0.425466, 0.426839, 0.428215, 0.429593, 0.430973, 0.432355, 0.433740, 0.435127, 0.436516, 0.437906, 0.439299, 0.440693, 0.442089, 0.443487, 0.444886, 0.446287, 0.447690, 0.449093, 0.450499, 0.451905, 0.453314, 0.454723, 0.456133, 0.457545, 0.458958, 0.460372, 0.461788, 0.463204, 0.464621, 0.466040, 0.467459, 0.468879, 0.470301, 0.471723, 0.473146, 0.474570,
0.354286, 0.354251, 0.354440, 0.354805, 0.355312, 0.355933, 0.356649, 0.357577, 0.358047, 0.358616, 0.359270, 0.359997, 0.360787, 0.361633, 0.362528, 0.363466, 0.364443, 0.365454, 0.366495, 0.367565, 0.368659, 0.369776, 0.370914, 0.372070, 0.373243, 0.374433, 0.375636, 0.376853, 0.378083, 0.379323, 0.380574, 0.382081, 0.383228, 0.384389, 0.385564, 0.386752, 0.387951, 0.389162, 0.390384, 0.391615, 0.392855, 0.394104, 0.395362, 0.396627, 0.397900, 0.399180, 0.400466, 0.401759, 0.403058, 0.404362, 0.405672, 0.406987, 0.408307, 0.409631, 0.410960, 0.412293, 0.413631, 0.414972, 0.416317, 0.417665, 0.419017, 0.420372, 0.421730, 0.423092, 0.424456, 0.425823, 0.427192, 0.428565, 0.429939, 0.431316, 0.432696, 0.434077, 0.435461, 0.436847, 0.438234, 0.439624, 0.441016, 0.442409, 0.443804, 0.445200, 0.446599, 0.447998, 0.449400, 0.450803, 0.452207, 0.453612, 0.455019, 0.456427, 0.457837, 0.459248, 0.460659, 0.462072, 0.463486, 0.464902, 0.466318, 0.467735, 0.469153, 0.470572, 0.471993, 0.473414,
0.354141, 0.353759, 0.353877, 0.354182, 0.354637, 0.355213, 0.355889, 0.356649, 0.357636, 0.358153, 0.358759, 0.359444, 0.360195, 0.361006, 0.361868, 0.362776, 0.363725, 0.364711, 0.365729, 0.366776, 0.367850, 0.368947, 0.370067, 0.371206, 0.372364, 0.373538, 0.374728, 0.375932, 0.377148, 0.378377, 0.379617, 0.380867, 0.382127, 0.383396, 0.384855, 0.386027, 0.387210, 0.388406, 0.389613, 0.390831, 0.392058, 0.393294, 0.394539, 0.395793, 0.397054, 0.398323, 0.399599, 0.400881, 0.402170, 0.403465, 0.404765, 0.406071, 0.407382, 0.408698, 0.410019, 0.411344, 0.412674, 0.414008, 0.415345, 0.416687, 0.418032, 0.419380, 0.420732, 0.422087, 0.423445, 0.424806, 0.426170, 0.427536, 0.428905, 0.430277, 0.431651, 0.433028, 0.434406, 0.435787, 0.437170, 0.438555, 0.439942, 0.441331, 0.442721, 0.444114, 0.445508, 0.446903, 0.448301, 0.449700, 0.451100, 0.452502, 0.453905, 0.455310, 0.456715, 0.458123, 0.459531, 0.460941, 0.462352, 0.463764, 0.465177, 0.466591, 0.468006, 0.469422, 0.470839, 0.472257,
0.353913, 0.353424, 0.353311, 0.353556, 0.353958, 0.354489, 0.355125, 0.355850, 0.356649, 0.357688, 0.358248, 0.358889, 0.359602, 0.360377, 0.361207, 0.362085, 0.363006, 0.363966, 0.364960, 0.365985, 0.367038, 0.368117, 0.369218, 0.370341, 0.371482, 0.372641, 0.373817, 0.375007, 0.376211, 0.377428, 0.378656, 0.379896, 0.381145, 0.382404, 0.383672, 0.384948, 0.386469, 0.387650, 0.388842, 0.390046, 0.391260, 0.392484, 0.393717, 0.394958, 0.396208, 0.397466, 0.398731, 0.400003, 0.401282, 0.402567, 0.403859, 0.405155, 0.406458, 0.407766, 0.409078, 0.410395, 0.411717, 0.413044, 0.414374, 0.415708, 0.417046, 0.418388, 0.419734, 0.421082, 0.422434, 0.423789, 0.425147, 0.426508, 0.427871, 0.429238, 0.430606, 0.431978, 0.433351, 0.434727, 0.436105, 0.437486, 0.438868, 0.440252, 0.441639, 0.443027, 0.444417, 0.445808, 0.447202, 0.448596, 0.449993, 0.451391, 0.452791, 0.454192, 0.455594, 0.456998, 0.458403, 0.459809, 0.461217, 0.462625, 0.464035, 0.465446, 0.466858, 0.468272, 0.469686, 0.471101,
0.353688, 0.353092, 0.352743, 0.352927, 0.353277, 0.353762, 0.354358, 0.355048, 0.355815, 0.356649, 0.357736, 0.358335, 0.359008, 0.359748, 0.360545, 0.361393, 0.362286, 0.363220, 0.364190, 0.365193, 0.366225, 0.367284, 0.368367, 0.369473, 0.370598, 0.371742, 0.372903, 0.374080, 0.375271, 0.376476, 0.377693, 0.378921, 0.380160, 0.381410, 0.382668, 0.383935, 0.385211, 0.386494, 0.387784, 0.389261, 0.390462, 0.391673, 0.392893, 0.394123, 0.395362, 0.396609, 0.397863, 0.399125, 0.400394, 0.401669, 0.402951, 0.404239, 0.405533, 0.406832, 0.408137, 0.409446, 0.410760, 0.412079, 0.413402, 0.414730, 0.416061, 0.417396, 0.418735, 0.420077, 0.421423, 0.422772, 0.424124, 0.425479, 0.426837, 0.428198, 0.429562, 0.430928, 0.432296, 0.433667, 0.435041, 0.436416, 0.437794, 0.439174, 0.440556, 0.441940, 0.443325, 0.444713, 0.446102, 0.447493, 0.448886, 0.450280, 0.451676, 0.453073, 0.454472, 0.455873, 0.457274, 0.458677, 0.460082, 0.461487, 0.462894, 0.464302, 0.465711, 0.467121, 0.468533, 0.469945,
